0.259419;0.530494
0.259417;0.530497
0.259418;0.530501
0.259417;0.530499
0.259419;0.530499
0.259416;0.530496
0.259419;0.530495
0.259418;0.530493
0.259418;0.530495
0.259417;0.530496
0.259418;0.530497
0.259417;0.530499
0.259416;0.530493
0.259419;0.530494
0.259416;0.53049
0.259418;0.53049
0.259418;0.530489
0.259418;0.530493
0.259415;0.530493
0.259419;0.530498
0.259415;0.5305
0.259417;0.530497
0.259419;0.530496
0.259417;0.530495
0.259419;0.530495
0.259418;0.530494
0.25942;0.530499
0.259417;0.530499
0.259421;0.530502
0.259416;0.530501
0.259419;0.530501
0.259418;0.530496
0.259419;0.530497
0.259419;0.530494
0.259419;0.530496
0.259419;0.530496
0.259416;0.530497
0.259419;0.5305
0.259415;0.530494
0.25942;0.530497
0.259416;0.530492
0.259419;0.530488
0.259418;0.530488
0.259419;0.530488
0.259418;0.530487
0.259418;0.530489
0.259417;0.530493
0.259416;0.530491
0.259418;0.530491
0.259416;0.530486
0.259417;0.530485
0.259417;0.530482
0.259418;0.530486
0.259416;0.530485
0.259419;0.530492
0.259416;0.530494
0.259418;0.530494
0.259417;0.530496
0.259417;0.530493
0.259418;0.530493
0.259418;0.530489
0.259419;0.530496
0.259415;0.530492
0.259419;0.530496
0.259415;0.530494
0.259418;0.530495
0.259416;0.530492
0.259419;0.530489
0.259417;0.530489
0.259419;0.530488
0.259419;0.530491
0.259416;0.530489
0.259418;0.530494
0.259416;0.530493
0.259418;0.530494
0.259416;0.530491
0.259419;0.53049
0.259417;0.530486
0.259418;0.530487
0.259418;0.530489
0.259417;0.530491
0.259418;0.530494
0.259416;0.530493
0.259417;0.530492
0.259417;0.53049
0.259417;0.53049
0.259417;0.530488
0.259418;0.530491
0.259417;0.530491
0.259419;0.530493
0.259419;0.530497
0.259417;0.530498
0.259417;0.530494
0.259419;0.530492
0.259416;0.53049
0.259419;0.530485
0.259418;0.530488
0.259417;0.530488
0.259417;0.530489
0.259417;0.530489
0.259417;0.53049
0.259416;0.530488
0.259419;0.530488
0.259415;0.530485
0.259418;0.530485
0.259418;0.530485
0.259418;0.530489
0.259417;0.530493
0.259419;0.530496
0.259417;0.530494
0.259418;0.530493
0.259419;0.530491
0.259418;0.53049
0.259419;0.530489
0.259419;0.53049
0.259418;0.530494
0.259417;0.530494
0.259419;0.530495
0.259416;0.530493
0.259417;0.530494
0.259418;0.530489
0.259416;0.530488
0.259418;0.530487
0.259417;0.53049
0.259417;0.53049
0.259416;0.530492
0.259416;0.530494
0.259415;0.53049
0.259416;0.530491
0.259416;0.530486
0.259416;0.530486
0.259417;0.530485
0.259416;0.530491
0.259416;0.530489
0.259416;0.530493
0.259415;0.530495
0.259416;0.530493
0.259416;0.530494
0.259416;0.530488
0.259416;0.530491
0.259418;0.530487
0.259416;0.530491
0.259417;0.530493
0.259418;0.530494
0.259416;0.530496
0.259418;0.530494
0.259418;0.530494
0.259418;0.530492
0.259418;0.530491
0.25942;0.530492
0.259418;0.530494
0.259418;0.530497
0.259419;0.530501
0.259418;0.530501
0.259417;0.5305
0.259419;0.530498
0.259418;0.530493
0.259418;0.530495
0.25942;0.530494
0.25942;0.530498
0.259416;0.530498
0.259419;0.530502
0.259417;0.5305
0.259417;0.530498
0.259419;0.530496
0.259417;0.530492
0.259418;0.530492
0.259418;0.530493
0.259419;0.530496
0.259418;0.530499
0.259419;0.530501
0.259417;0.530497
0.259419;0.530499
0.259419;0.530494
0.259418;0.530492
0.25942;0.530491
0.259418;0.530493
0.259418;0.530492
0.259417;0.530494
0.259417;0.530496
0.259416;0.530492
0.259417;0.530493
0.259417;0.530488
0.259416;0.530489
0.259419;0.53049
0.259417;0.530493
0.259417;0.530492
0.259418;0.530496
0.259416;0.530501
0.259417;0.530495
0.259419;0.530497
0.259418;0.530493
0.259416;0.530493
0.25942;0.530491
0.259419;0.530495
0.259417;0.530493
0.259419;0.530499
0.259417;0.5305
0.259418;0.530498
0.259418;0.530497
0.259419;0.530493
0.259416;0.530492
0.259419;0.530492
0.259419;0.530494
0.259416;0.530495
