# position variation in z direction
3.884999999999999565e-01,3.884999999999999565e-01,4.110000000000000320e-01,4.254999999999999893e-01,3.925000000000000155e-01,4.339999999999999969e-01,3.805000000000000049e-01,3.805000000000000049e-01,4.209999999999999853e-01,3.900000000000000133e-01,4.010000000000000231e-01,4.204999999999999849e-01,4.090000000000000302e-01,4.070000000000000284e-01,4.010000000000000231e-01,3.964999999999999636e-01,3.904999999999999583e-01,4.170000000000000373e-01,4.490000000000000102e-01,3.890000000000000124e-01,3.760000000000000009e-01,3.845000000000000084e-01,3.885000000000000120e-01,4.154999999999999805e-01,3.675000000000000488e-01,3.780000000000000027e-01,4.014999999999999680e-01,4.259999999999999898e-01,3.729999999999999982e-01,2.700000000000000178e-01,2.660000000000000142e-01,3.054999999999999938e-01,3.729999999999999982e-01,3.729999999999999982e-01,3.744999999999999996e-01,3.764999999999999458e-01,3.824999999999999512e-01,3.900000000000000133e-01,3.815000000000000058e-01,3.770000000000000018e-01,3.529999999999999805e-01,3.415000000000000258e-01,3.729999999999999982e-01,3.744999999999999996e-01,3.854999999999999538e-01,3.850000000000000089e-01,2.730000000000000204e-01,2.740000000000000213e-01,3.814999999999999503e-01,3.800000000000000044e-01,3.810000000000000053e-01,3.780000000000000027e-01,3.830000000000000071e-01,3.790000000000000036e-01,3.734999999999999987e-01,3.739999999999999991e-01,3.719999999999999973e-01,3.785000000000000031e-01,3.780000000000000027e-01,3.800000000000000044e-01,3.790000000000000036e-01,3.569999999999999840e-01,3.790000000000000036e-01,3.804999999999999494e-01,3.804999999999999494e-01,3.785000000000000031e-01,3.790000000000000036e-01,3.790000000000000036e-01,3.760000000000000009e-01,3.695000000000000506e-01,3.695000000000000506e-01,4.929999999999999938e-01,5.034999999999999476e-01,5.034999999999999476e-01,5.030000000000000027e-01,5.030000000000000027e-01,5.030000000000000027e-01,5.030000000000000027e-01,5.030000000000000027e-01,5.034999999999999476e-01,5.034999999999999476e-01,5.034999999999999476e-01,5.040000000000000036e-01,5.040000000000000036e-01,5.244999999999999662e-01,5.689999999999999503e-01,5.689999999999999503e-01,5.680000000000000604e-01
