# position variation in x direction
6.246500000000000163e+00,6.240499999999999936e+00,6.288999999999999702e+00,6.323000000000000398e+00,6.241500000000000270e+00,6.355999999999999872e+00,6.234999999999999432e+00,6.234999999999999432e+00,6.346999999999999531e+00,6.263499999999999623e+00,6.272499999999999964e+00,6.314999999999999503e+00,6.281499999999999417e+00,6.278000000000000469e+00,6.260500000000000398e+00,6.245499999999999829e+00,6.262000000000000455e+00,6.318500000000000227e+00,6.380499999999999616e+00,6.252499999999999503e+00,6.265499999999999403e+00,6.233000000000000540e+00,6.244999999999999218e+00,6.307999999999999829e+00,6.195999999999999730e+00,6.208999999999999631e+00,6.265499999999999403e+00,6.333000000000000185e+00,6.085499999999999687e+00,5.605999999999999872e+00,5.605999999999999872e+00,5.814000000000000057e+00,6.207499999999999574e+00,6.208499999999999908e+00,6.206999999999999851e+00,6.210499999999999687e+00,6.225999999999999979e+00,6.237499999999999822e+00,6.230499999999999261e+00,6.231500000000000483e+00,6.177500000000000213e+00,6.163000000000000256e+00,6.213000000000000078e+00,6.216499999999999915e+00,6.232000000000000206e+00,6.233000000000000540e+00,5.632500000000000284e+00,5.634999999999999787e+00,6.221999999999999531e+00,6.223499999999999588e+00,6.218500000000000583e+00,6.221999999999999531e+00,6.226499999999999702e+00,6.214500000000000135e+00,6.202500000000000568e+00,6.206500000000000128e+00,6.215500000000000469e+00,6.230000000000000426e+00,6.229499999999999815e+00,6.229499999999999815e+00,6.226499999999999702e+00,6.233500000000000263e+00,6.225500000000000256e+00,6.227500000000000036e+00,6.227500000000000036e+00,6.229499999999999815e+00,6.230500000000000149e+00,6.231500000000000483e+00,6.217999999999999972e+00,6.198499999999999233e+00,6.198499999999999233e+00,6.458999999999999631e+00,6.482499999999999929e+00,6.483999999999999986e+00,6.480000000000000426e+00,6.479000000000000092e+00,6.480999999999999872e+00,6.480999999999999872e+00,6.480999999999999872e+00,6.477999999999999758e+00,6.480999999999999872e+00,6.477500000000000036e+00,6.477500000000000036e+00,6.477500000000000036e+00,6.518499999999999517e+00,6.587500000000000355e+00,6.587500000000000355e+00,6.583999999999999631e+00
