1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8151;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
1.8152;0.0011;;
